	stat	collagen
Cluster-33358.41252	-0.3070013	0
Cluster-33358.54577	-0.3071922	0
Cluster-48224.0	0.3071932	0
Cluster-33358.20950	0.3062628	0
Cluster-33358.50411	0.3062464	0
Cluster-33358.66486	0.3059894	0
Cluster-39073.2	-0.3059747	0
Cluster-33358.12757	0.3055058	0
Cluster-33358.34193	0.3056481	0
Cluster-33358.41499	0.30518	0
Cluster-33358.50323	0.3051828	0
Cluster-33358.9391	0.3039505	0
Cluster-33358.33030	-0.3044792	0
Cluster-45368.4	-0.3046434	0
Cluster-16700.1	-0.303990991	0
Cluster-33358.3445	0.303956081	0
Cluster-33358.6890	-0.304288784	0
Cluster-33358.55449	-0.303656	0
Cluster-33358.31427	0.3033999	0
Cluster-33358.1551	-0.302526676	0
Cluster-33358.2895	-0.3001972	0
Cluster-33358.5673	-0.301321509	0
Cluster-33358.13416	0.3016836	0
Cluster-33358.16715	-0.3003758	0
Cluster-33358.20882	0.3000402	0
Cluster-33358.29898	-0.3007947	0
Cluster-33358.31315	-0.3010211	0
Cluster-33358.34544	-0.3007398	0
Cluster-33358.36572	-0.3025784	0
Cluster-33358.51978	-0.3008423	0
Cluster-33358.54760	-0.3019845	0
Cluster-33358.59675	-0.300319	0
Cluster-33358.61757	-0.3015008	0
Cluster-33358.67708	-0.3025062	0
Cluster-40833.0	-0.30034	0
Cluster-45994.1	0.3006785	0
Cluster-27792.0	-0.299632977	0
Cluster-33358.35357	-0.2991517	0
Cluster-33358.57733	0.2993449	0
Cluster-33358.67311	-0.2988424	0
Cluster-33358.6169	-0.29899411	0
Cluster-33358.12780	-0.2927561	0
Cluster-33358.17682	-0.2948514	0
Cluster-33358.28143	-0.2977168	0
Cluster-33358.33920	-0.2943146	0
Cluster-33358.34338	0.2944962	0
Cluster-33358.34392	-0.2960212	0
Cluster-33358.34460	0.2972581	0
Cluster-33358.34557	-0.2953872	0
Cluster-33358.35242	-0.2946835	0
Cluster-33358.36706	0.2932395	0
Cluster-33358.40138	0.2927237	0
Cluster-33358.40867	0.2930857	0
Cluster-33358.46491	-0.2948136	0
Cluster-33358.51862	0.2928689	0
Cluster-33358.52500	0.2931181	0
Cluster-33358.53522	-0.2956197	0
Cluster-33358.54085	-0.2961993	0
Cluster-33358.55115	0.2976682	0
Cluster-33358.56052	-0.2964698	0
Cluster-33358.58073	-0.2977592	0
Cluster-33358.60639	-0.2954538	0
Cluster-33358.64983	0.2938659	0
Cluster-33358.67723	-0.294712	0
Cluster-38172.1	0.2973988	0
Cluster-41187.0	0.2926907	0
Cluster-41848.0	-0.2986016	0
Cluster-44324.0	-0.2937522	0
Cluster-47805.0	0.2943441	0
Cluster-31206.0	-0.293874278	0
Cluster-33358.3734	-0.29435662	0
Cluster-33358.4092	-0.296652948	0
Cluster-33358.4160	-0.296542607	0
Cluster-33358.9006	-0.295853607	0
Cluster-33358.13365	-0.2923106	0
Cluster-33358.29711	0.2923938	0
Cluster-33358.32818	-0.2918863	0
Cluster-33358.50069	-0.2917863	0
Cluster-33358.26478	-0.2912549	0
Cluster-33358.37885	-0.2908306	0
Cluster-35801.0	0.2902701	0
Cluster-45917.0	0.2901739	0
Cluster-33358.6174	0.29040689	0
Cluster-33358.65098	-0.2898382	0
Cluster-33358.47242	-0.2896276	0
Cluster-33358.28209	0.2892753	0
Cluster-33358.61279	-0.2892144	0
Cluster-33358.17512	-0.2882316	0
Cluster-33358.62141	-0.2880792	0
Cluster-33358.4314	0.287597649	0
Cluster-33358.24097	-0.2877558	0
Cluster-33358.52698	-0.2866539	0
Cluster-33358.57755	-0.2864574	0
Cluster-44939.1	-0.2863307	0
Cluster-43350.0	0.2861392	0
Cluster-33358.15156	-0.2830611	0
Cluster-33358.18158	-0.2804842	0
Cluster-33358.18839	-0.2821634	0
Cluster-33358.19106	-0.2855268	0
Cluster-33358.23673	0.281514	0
Cluster-33358.25343	-0.2854794	0
Cluster-33358.26321	-0.2851332	0
Cluster-33358.26552	-0.2787805	0
Cluster-33358.28461	-0.2831284	0
Cluster-33358.29494	-0.2790209	0
Cluster-33358.34461	-0.2848685	0
Cluster-33358.35492	0.2803644	0
Cluster-33358.37252	0.279586	0
Cluster-33358.37804	0.2784816	0
Cluster-33358.41131	-0.2809127	0
Cluster-33358.44602	-0.2805385	0
Cluster-33358.44983	0.281322	0
Cluster-33358.45074	0.2805672	0
Cluster-33358.51004	-0.2809294	0
Cluster-33358.55556	-0.279372	0
Cluster-33358.56834	-0.2830816	0
Cluster-33358.61317	0.2785969	0
Cluster-33358.61678	-0.2833582	0
Cluster-33358.62967	-0.2795881	0
Cluster-33358.63388	-0.2846929	0
Cluster-33358.63594	0.278319	0
Cluster-33358.65710	-0.2793068	0
Cluster-33358.66522	-0.2842622	0
Cluster-33358.67644	-0.2791342	0
Cluster-38405.0	0.2806299	0
Cluster-40057.0	0.2792729	0
Cluster-41412.1	-0.2806969	0
Cluster-42820.0	0.2805044	0
Cluster-43800.5	0.2842747	0
Cluster-45876.0	-0.2832026	0
Cluster-33358.509	-0.279827327	0
Cluster-33358.3932	-0.278802822	0
Cluster-33358.4412	-0.278711148	0
Cluster-33358.6323	0.282127551	0
Cluster-33358.6852	-0.280275026	0
Cluster-33358.6889	0.279237464	0
Cluster-33358.8028	-0.281568241	0
Cluster-33358.64535	0.2776567	0
Cluster-33358.5068	0.276472295	0
Cluster-33358.10927	0.276516	0
Cluster-33358.12976	-0.2739121	0
Cluster-33358.14817	-0.2747493	0
Cluster-33358.17569	-0.275746	0
Cluster-33358.20423	0.2762779	0
Cluster-33358.23047	-0.2743162	0
Cluster-33358.24562	0.2765252	0
Cluster-33358.25785	0.2771175	0
Cluster-33358.29547	-0.2743869	0
Cluster-33358.35736	-0.2753175	0
Cluster-33358.36860	-0.2756921	0
Cluster-33358.44848	0.2739248	0
Cluster-33358.45296	-0.2743212	0
Cluster-33358.50206	0.276343	0
Cluster-33358.56875	-0.2739627	0
Cluster-33358.65415	0.2743822	0
Cluster-42109.0	0.2754819	0
Cluster-47220.1	-0.2755638	0
Cluster-33358.11130	-0.2735009	0
Cluster-33358.18559	-0.2733368	0
Cluster-33358.33639	-0.2731433	0
Cluster-33358.46146	-0.2729961	0
Cluster-41020.0	-0.2720585	0
Cluster-28528.1	-0.27166533	0
Cluster-33358.26143	-0.2714916	0
Cluster-33358.44142	0.2715591	0
Cluster-33358.4446	0.268669928	0
Cluster-33358.8660	0.269314399	0
Cluster-33358.11801	0.269129	0
Cluster-33358.15257	-0.2684776	0
Cluster-33358.26280	0.2695114	0
Cluster-33358.27541	-0.2696638	0
Cluster-33358.31317	-0.2685883	0
Cluster-33358.33991	0.2685544	0
Cluster-33358.35594	0.2695225	0
Cluster-33358.44039	-0.2708152	0
Cluster-33358.44836	-0.2694825	0
Cluster-33358.47032	0.2689415	0
Cluster-33358.49475	-0.2687341	0
Cluster-33358.66212	0.2704632	0
Cluster-33358.66784	-0.2687548	0
Cluster-44405.0	0.268597	0
Cluster-33358.29802	0.2677043	0
Cluster-33358.35012	-0.2677874	0
Cluster-33358.64932	0.2675011	0
Cluster-33358.68942	-0.2676461	0
Cluster-46431.0	-0.2681536	0
Cluster-33358.10061	-0.2661983	0
Cluster-33358.10686	0.2648109	0
Cluster-33358.12445	-0.2619053	0
Cluster-33358.12873	0.2608992	0
Cluster-33358.15762	0.2590865	0
Cluster-33358.20613	-0.2602099	0
Cluster-33358.22021	0.2643671	0
Cluster-33358.22675	-0.259128	0
Cluster-33358.24052	-0.2641605	0
Cluster-33358.26304	0.267224	0
Cluster-33358.27724	-0.2641266	0
Cluster-33358.29731	0.2598496	0
Cluster-33358.29930	0.2611583	0
Cluster-33358.30107	0.2636489	0
Cluster-33358.30674	-0.2617342	0
Cluster-33358.31797	-0.2621919	0
Cluster-33358.32282	-0.2624407	0
Cluster-33358.33211	0.2622424	0
Cluster-33358.33808	-0.2666742	0
Cluster-33358.34612	-0.2589742	0
Cluster-33358.35302	0.2629827	0
Cluster-33358.36425	0.2595116	0
Cluster-33358.37082	-0.2664996	0
Cluster-33358.39286	-0.2603216	0
Cluster-33358.39564	-0.2607898	0
Cluster-33358.39775	-0.264582	0
Cluster-33358.40543	-0.2639065	0
Cluster-33358.41215	-0.2592123	0
Cluster-33358.41565	-0.2603981	0
Cluster-33358.56046	0.2618016	0
Cluster-33358.57238	0.2609283	0
Cluster-33358.59299	0.2642987	0
Cluster-33358.61924	0.2612677	0
Cluster-33358.63453	-0.263019	0
Cluster-33358.67599	0.2638607	0
Cluster-39836.1	0.2620824	0
Cluster-42509.1	0.2653128	0
Cluster-46449.0	-0.2670587	0
Cluster-30894.0	-0.259086379	0
Cluster-33259.2	0.260804917	0
Cluster-33358.1427	-0.261429299	0
Cluster-33358.1731	-0.26477923	0
Cluster-33358.4948	0.26022335	0
Cluster-33358.6823	-0.263324615	0
Cluster-33358.8240	-0.263159946	0
Cluster-33358.8401	-0.264154943	0
Cluster-33358.26512	0.2582233	0
Cluster-33358.29052	0.2586151	0
Cluster-33358.37133	-0.2581567	0
Cluster-33358.45252	0.2581215	0
Cluster-43210.1	0.2574475	0
Cluster-33358.18981	0.2571874	0
Cluster-33358.19354	-0.2566275	0
Cluster-33358.65019	0.2564583	0
Cluster-44085.3	0.2567689	0
Cluster-46709.0	0.256558	0
Cluster-33358.47273	0.2559329	0
Cluster-33358.65075	-0.25605	0
Cluster-33358.41368	-0.2557162	0
Cluster-33358.54060	-0.25554	0
Cluster-33358.64152	0.2548831	0
Cluster-48114.0	0.2547674	0
Cluster-29973.1	-0.253657102	0
Cluster-31578.0	0.252908566	0
Cluster-33358.32487	0.2531471	0
Cluster-33358.43777	-0.2533618	0
Cluster-33358.52996	0.2537482	0
Cluster-33358.53441	0.2540871	0
Cluster-33358.54503	0.2534064	0
Cluster-37831.3	-0.2530985	0
Cluster-40171.1	-0.252857	0
Cluster-33358.11129	-0.2517776	0
Cluster-33358.16744	0.2514916	0
Cluster-33358.34660	-0.2520957	0
Cluster-33358.57897	0.2515285	0
Cluster-33358.21178	0.2507506	0
Cluster-33358.22031	-0.2502425	0
Cluster-33358.28717	0.2500944	0
Cluster-33358.31106	-0.2504957	0
Cluster-33358.66533	0.2503865	0
Cluster-33358.68342	-0.2508044	0
Cluster-33358.25704	-0.2494816	0
Cluster-33358.45021	-0.2492544	0
Cluster-33358.2071	0.248572145	0
Cluster-33358.9324	-0.2482432	0
Cluster-33358.24030	0.2469887	0
Cluster-33358.24985	0.2475469	0
Cluster-33358.27245	-0.2474254	0
Cluster-33358.30471	-0.2476553	0
Cluster-33358.38505	0.2470788	0
Cluster-33358.46003	-0.2471209	0
Cluster-33358.48936	0.2489716	0
Cluster-33358.49346	-0.2475362	0
Cluster-36636.0	0.2476933	0
Cluster-46728.1	0.2485011	0
Cluster-35760.3	-0.2463151	0
Cluster-48003.1	0.2459529	0
Cluster-25695.3	-0.24601578	0
Cluster-33358.7549	0.246059459	0
Cluster-33358.21082	0.2439633	0
Cluster-33358.48257	-0.2439033	0
Cluster-33358.59969	0.244751	0
Cluster-41644.0	-0.2441786	0
Cluster-45188.1	-0.244579	0
Cluster-45735.0	0.2439512	0
Cluster-47455.0	0.2447686	0
Cluster-33358.2472	0.243699797	0
Cluster-33358.5992	-0.243406339	0
Cluster-33358.44064	0.2431268	0
Cluster-33358.37858	-0.2420443	0
Cluster-33358.61524	0.2421242	0
Cluster-42001.0	0.2420533	0
Cluster-44971.0	-0.2421953	0
Cluster-46891.0	0.2420035	0
Cluster-33358.52768	0.2415957	0
Cluster-35321.0	0.2414251	0
Cluster-40920.2	-0.2414072	0
Cluster-33358.49752	0.2406113	0
Cluster-33358.63973	0.2408334	0
Cluster-33358.69108	-0.2409588	0
Cluster-45065.0	0.2406334	0
Cluster-33358.10710	0.2361003	0
Cluster-33358.11065	0.2334249	0
Cluster-33358.11463	-0.2303179	0
Cluster-33358.12629	0.2338355	0
Cluster-33358.16469	-0.2321827	0
Cluster-33358.17841	0.2370209	0
Cluster-33358.18882	0.2344673	0
Cluster-33358.19705	-0.230143	0
Cluster-33358.20419	0.2330631	0
Cluster-33358.24071	-0.2329941	0
Cluster-33358.26660	-0.2369959	0
Cluster-33358.26830	0.232759	0
Cluster-33358.31391	-0.2336699	0
Cluster-33358.31486	-0.2317404	0
Cluster-33358.33359	-0.2353043	0
Cluster-33358.34325	0.2398804	0
Cluster-33358.34981	0.2318133	0
Cluster-33358.36731	-0.2376477	0
Cluster-33358.38358	-0.2317379	0
Cluster-33358.38846	0.2323469	0
Cluster-33358.43028	0.2383652	0
Cluster-33358.44609	-0.2379683	0
Cluster-33358.47834	-0.2388267	0
Cluster-33358.48071	-0.2385564	0
Cluster-33358.48454	-0.231899	0
Cluster-33358.53887	-0.2327116	0
Cluster-33358.54002	0.2354177	0
Cluster-33358.54746	0.2366735	0
Cluster-33358.54817	0.2355677	0
Cluster-33358.55076	-0.2346074	0
Cluster-33358.57403	-0.2356684	0
Cluster-33358.61232	0.2305695	0
Cluster-33358.62228	-0.2304797	0
Cluster-33358.62782	-0.2306748	0
Cluster-33358.63471	-0.2357358	0
Cluster-33358.68287	0.2313549	0
Cluster-33358.68838	-0.2365994	0
Cluster-33853.1	0.2311945	0
Cluster-34036.3	0.2385402	0
Cluster-35002.1	-0.2307658	0
Cluster-35533.0	0.2342758	0
Cluster-35648.2	-0.2356356	0
Cluster-36359.1	0.2369364	0
Cluster-37757.0	0.238747	0
Cluster-38852.0	0.2394676	0
Cluster-40234.0	0.2400393	0
Cluster-40372.3	-0.2395563	0
Cluster-41415.2	0.233585	0
Cluster-45704.3	0.2344899	0
Cluster-46108.0	-0.235179	0
Cluster-26684.0	-0.232155725	0
Cluster-33358.332	0.230431176	0
Cluster-33358.423	0.239874862	0
Cluster-33358.2894	-0.231857185	0
Cluster-33358.6041	-0.237636453	0
Cluster-33358.6479	-0.236179909	0
Cluster-33358.8683	-0.236646764	0
Cluster-33358.26454	0.2296661	0
Cluster-33358.37679	-0.22938	0
Cluster-33358.11833	0.2291057	0
Cluster-33358.16826	-0.2288753	0
Cluster-33358.12026	0.219633	0
Cluster-33358.14747	-0.2265968	0
Cluster-33358.15668	0.2226108	0
Cluster-33358.18195	-0.2206934	0
Cluster-33358.18466	0.226362	0
Cluster-33358.18497	-0.2213066	0
Cluster-33358.19232	-0.2245709	0
Cluster-33358.27232	0.2278243	0
Cluster-33358.29315	0.2263659	0
Cluster-33358.29912	-0.2200198	0
Cluster-33358.30166	-0.2210397	0
Cluster-33358.31390	0.2243585	0
Cluster-33358.31894	0.2271827	0
Cluster-33358.32619	0.2219989	0
Cluster-33358.34445	0.2273767	0
Cluster-33358.34603	-0.2248381	0
Cluster-33358.34614	-0.2196078	0
Cluster-33358.35796	0.2224604	0
Cluster-33358.35903	-0.2233907	0
Cluster-33358.37546	-0.2200173	0
Cluster-33358.40242	-0.2248129	0
Cluster-33358.40464	-0.2238397	0
Cluster-33358.40578	-0.2248026	0
Cluster-33358.43766	-0.2258385	0
Cluster-33358.44517	-0.2236639	0
Cluster-33358.44737	0.2193146	0
Cluster-33358.46126	0.2278732	0
Cluster-33358.49889	-0.2269933	0
Cluster-33358.51699	0.2238845	0
Cluster-33358.52350	0.2194683	0
Cluster-33358.54691	-0.2208012	0
Cluster-33358.56325	-0.2231437	0
Cluster-33358.61751	0.2256526	0
Cluster-33358.62685	-0.2265481	0
Cluster-33358.65092	0.225575	0
Cluster-33358.65493	-0.2227323	0
Cluster-33358.66298	0.2218312	0
Cluster-33358.66896	-0.2243692	0
Cluster-33358.67138	-0.2221182	0
Cluster-36388.1	0.2214158	0
Cluster-37116.4	-0.2258201	0
Cluster-43979.0	0.2199886	0
Cluster-47830.0	-0.2205178	0
Cluster-48325.0	-0.2222546	0
Cluster-48499.0	0.2214671	0
Cluster-29224.1	-0.219418545	0
Cluster-33358.1809	0.221701543	0
Cluster-33358.3758	-0.225093622	0
Cluster-33358.5900	-0.22250442	0
Cluster-33358.2577	-0.217993144	0
Cluster-33358.16832	0.2154939	0
Cluster-33358.21296	-0.217978	0
Cluster-33358.29158	-0.2149898	0
Cluster-33358.30152	0.2168034	0
Cluster-33358.31785	0.2164351	0
Cluster-33358.35218	-0.2184688	0
Cluster-33358.36521	-0.2149973	0
Cluster-33358.46882	-0.2173065	0
Cluster-33358.47970	0.2167448	0
Cluster-33358.52889	0.2179127	0
Cluster-33358.56037	-0.2164104	0
Cluster-33358.56628	-0.2181928	0
Cluster-33358.59279	0.2152253	0
Cluster-33358.60543	0.2170354	0
Cluster-33358.64347	-0.215323	0
Cluster-36071.0	-0.2158195	0
Cluster-37799.0	-0.2152029	0
Cluster-40847.0	0.2161985	0
Cluster-44330.1	-0.2176979	0
Cluster-47750.0	-0.2168352	0
Cluster-33358.23922	-0.2140531	0
Cluster-33358.35763	-0.2140515	0
Cluster-33358.46340	-0.2144207	0
Cluster-33358.47171	0.2142704	0
Cluster-33358.68624	0.2141923	0
Cluster-33358.10625	-0.2127009	0
Cluster-33358.22709	-0.2128207	0
Cluster-33358.40082	-0.2132549	0
Cluster-33358.46308	0.212498	0
Cluster-33358.55838	-0.2126317	0
Cluster-44678.0	-0.2134056	0
Cluster-47828.2	-0.2128751	0
Cluster-33358.20064	0.2116879	0
Cluster-33358.30856	-0.2117497	0
Cluster-33358.51682	0.2115509	0
Cluster-33358.52008	-0.2120519	0
Cluster-37030.0	0.21162	0
Cluster-33358.53525	0.2111611	0
Cluster-33358.25504	0.2107531	0
Cluster-33358.32766	0.2101226	0
Cluster-33358.38236	-0.2103525	0
Cluster-41753.1	0.2100051	0
Cluster-33358.14151	-0.2097261	0
Cluster-33358.61749	-0.2096142	0
Cluster-33358.283	0.209172606	0
Cluster-33358.38110	0.2091334	0
Cluster-33358.68395	0.2090396	0
Cluster-33358.25678	-0.2081891	0
Cluster-33358.52017	-0.2081847	0
Cluster-33358.39434	0.2074463	0
Cluster-33358.10182	-0.2031221	0
Cluster-33358.11869	-0.2049122	0
Cluster-33358.11872	-0.2020211	0
Cluster-33358.14360	-0.201605	0
Cluster-33358.14374	-0.2058028	0
Cluster-33358.19979	0.2022056	0
Cluster-33358.20966	0.2070385	0
Cluster-33358.23090	0.2002754	0
Cluster-33358.25895	-0.2029498	0
Cluster-33358.27125	0.2033988	0
Cluster-33358.28683	0.2035333	0
Cluster-33358.29837	-0.1996181	0
Cluster-33358.33710	-0.2030992	0
Cluster-33358.33957	0.2051157	0
Cluster-33358.34114	0.2051789	0
Cluster-33358.37023	-0.20534	0
Cluster-33358.39406	-0.2036721	0
Cluster-33358.42054	0.2034871	0
Cluster-33358.44835	0.2005597	0
Cluster-33358.45674	0.2009523	0
Cluster-33358.46553	-0.2033853	0
Cluster-33358.50315	0.1994389	0
Cluster-33358.50915	0.1995442	0
Cluster-33358.53212	0.2042238	0
Cluster-33358.54852	0.2015255	0
Cluster-33358.55609	-0.1992651	0
Cluster-33358.57466	-0.2025824	0
Cluster-33358.60647	-0.2010986	0
Cluster-33358.61746	0.2038995	0
Cluster-33358.63575	-0.2044687	0
Cluster-33358.66659	-0.2036345	0
Cluster-33358.67359	-0.2020581	0
Cluster-33358.68866	-0.1997649	0
Cluster-38822.1	0.1998799	0
Cluster-42758.0	0.2016608	0
Cluster-47130.0	-0.2036514	0
Cluster-47540.0	-0.1991843	0
Cluster-16577.0	0.199547733	0
Cluster-16981.3	-0.200793403	0
Cluster-24572.4	-0.201042518	0
Cluster-32663.0	0.200741672	0
Cluster-33358.1478	0.205155988	0
Cluster-33358.4561	0.202025127	0
Cluster-33358.6345	-0.201644156	0
Cluster-33358.19258	0.1981048	0
Cluster-33358.24639	0.1982228	0
Cluster-33358.47595	-0.1984348	0
Cluster-33358.42797	0.1965929	0
Cluster-33358.3085	0.196343998	0
Cluster-22184.2	-0.186330328	0
Cluster-24474.3	-0.195550792	0
Cluster-33358.160	-0.186842656	0
Cluster-33358.1287	-0.186143238	0
Cluster-33358.2726	0.184803119	0
Cluster-33358.3022	0.192631329	0
Cluster-33358.8214	0.18666738	0
Cluster-33358.9742	0.1870701	0
Cluster-33358.10940	0.1859729	0
Cluster-33358.13002	-0.1875786	0
Cluster-33358.13500	0.1913688	0
Cluster-33358.14141	-0.1907746	0
Cluster-33358.15518	0.1852903	0
Cluster-33358.15524	0.185643	0
Cluster-33358.15876	-0.1842912	0
Cluster-33358.16071	0.1897145	0
Cluster-33358.17095	-0.1853359	0
Cluster-33358.17449	0.1953628	0
Cluster-33358.19390	-0.187158	0
Cluster-33358.20426	-0.1876869	0
Cluster-33358.20816	-0.1863986	0
Cluster-33358.24023	0.1883659	0
Cluster-33358.25071	-0.1903756	0
Cluster-33358.25688	0.1930118	0
Cluster-33358.26866	0.1909916	0
Cluster-33358.27528	0.1886992	0
Cluster-33358.27761	-0.1843498	0
Cluster-33358.27976	0.1889858	0
Cluster-33358.29241	-0.1856763	0
Cluster-33358.30880	-0.1929679	0
Cluster-33358.31752	-0.1848048	0
Cluster-33358.32155	-0.1845763	0
Cluster-33358.32505	-0.191323	0
Cluster-33358.34134	-0.1917187	0
Cluster-33358.34794	0.1882193	0
Cluster-33358.36192	-0.1917468	0
Cluster-33358.38252	-0.1900416	0
Cluster-33358.41717	-0.1917906	0
Cluster-33358.41840	-0.191498	0
Cluster-33358.44438	0.1860039	0
Cluster-33358.45077	0.1950859	0
Cluster-33358.45506	0.1947246	0
Cluster-33358.47122	-0.1848349	0
Cluster-33358.47430	-0.1910727	0
Cluster-33358.48128	-0.1878891	0
Cluster-33358.48646	0.1872845	0
Cluster-33358.49810	-0.191414	0
Cluster-33358.55055	-0.1857417	0
Cluster-33358.55065	0.1901028	0
Cluster-33358.55946	-0.1850645	0
Cluster-33358.56586	-0.1918255	0
Cluster-33358.60816	0.1864242	0
Cluster-33358.63219	0.1903256	0
Cluster-33358.66485	0.1880013	0
Cluster-33358.68244	0.1941699	0
Cluster-35432.1	-0.1909801	0
Cluster-36837.0	0.187226	0
Cluster-38187.3	0.1899663	0
Cluster-41057.0	0.1842244	0
Cluster-41442.0	0.1868481	0
Cluster-42201.1	0.1937849	0
Cluster-43279.0	-0.1888003	0
Cluster-46687.0	0.1942796	0
Cluster-46986.1	0.1918955	0
Cluster-47087.1	-0.188693	0
Cluster-47234.1	-0.195815	0
Cluster-33358.589	0.183716928	0
Cluster-33358.12735	0.1823767	0
Cluster-33358.26796	-0.1832564	0
Cluster-33358.29772	-0.1825841	0
Cluster-44524.2	0.1828938	0
Cluster-44570.1	-0.1824663	0
Cluster-44693.0	0.1822774	0
Cluster-33358.7353	-0.182635021	0
Cluster-34265.1	0.1820363	0
Cluster-33358.19626	0.1812453	0
Cluster-33358.26195	-0.1811109	0
Cluster-33358.45245	0.1810054	0
Cluster-33358.48590	-0.1808763	0
Cluster-30678.1	0.181140158	0
Cluster-32705.2	0.181382707	0
Cluster-23588.3	0.162688499	0
Cluster-26341.2	-0.172428565	0
Cluster-27775.1	-0.176193554	0
Cluster-28146.0	-0.150800086	0
Cluster-30955.3	0.158068979	0
Cluster-33358.437	0.159066183	0
Cluster-33358.1173	0.167142661	0
Cluster-33358.1469	-0.150958519	0
Cluster-33358.1675	0.156528375	0
Cluster-33358.1726	-0.170097285	0
Cluster-33358.2032	0.150518198	0
Cluster-33358.3053	0.159916058	0
Cluster-33358.4550	-0.151937412	0
Cluster-33358.4590	-0.156348971	0
Cluster-33358.5442	0.152755867	0
Cluster-33358.6635	-0.160073529	0
Cluster-33358.6765	-0.155112771	0
Cluster-33358.6924	0.178724144	0
Cluster-33358.6988	-0.180382629	0
Cluster-33358.7004	-0.176768652	0
Cluster-33358.7241	-0.174078262	0
Cluster-33358.7280	0.163249499	0
Cluster-33358.7935	-0.164719565	0
Cluster-33358.8030	-0.152864587	0
Cluster-33358.8118	-0.176815207	0
Cluster-33358.9180	-0.1768663	0
Cluster-33358.9604	0.1527207	0
Cluster-33358.9706	0.1740055	0
Cluster-33358.10091	-0.172234	0
Cluster-33358.10465	-0.1720065	0
Cluster-33358.10862	-0.1528124	0
Cluster-33358.11235	-0.176219	0
Cluster-33358.11342	-0.1611489	0
Cluster-33358.11749	-0.1539917	0
Cluster-33358.11829	0.1503621	0
Cluster-33358.11962	-0.1619701	0
Cluster-33358.12081	-0.1663526	0
Cluster-33358.12252	-0.1626317	0
Cluster-33358.12858	-0.1668288	0
Cluster-33358.13280	0.1642615	0
Cluster-33358.13788	0.1772693	0
Cluster-33358.14637	0.152283	0
Cluster-33358.14906	0.1595914	0
Cluster-33358.15016	-0.1778651	0
Cluster-33358.15591	0.1548521	0
Cluster-33358.16624	0.1526023	0
Cluster-33358.17063	-0.1670334	0
Cluster-33358.18138	0.154068	0
Cluster-33358.18727	-0.1558493	0
Cluster-33358.19089	-0.1504583	0
Cluster-33358.20232	-0.1653041	0
Cluster-33358.20387	0.152904	0
Cluster-33358.20581	-0.1544745	0
Cluster-33358.20728	0.1614876	0
Cluster-33358.21759	0.175287	0
Cluster-33358.21763	-0.1537764	0
Cluster-33358.23068	0.1690924	0
Cluster-33358.23503	-0.1736191	0
Cluster-33358.23656	0.1794059	0
Cluster-33358.23903	-0.1687596	0
Cluster-33358.26328	-0.1514395	0
Cluster-33358.26333	0.1576487	0
Cluster-33358.26672	0.1568371	0
Cluster-33358.26925	-0.1644826	0
Cluster-33358.27410	-0.1501038	0
Cluster-33358.28097	-0.1749611	0
Cluster-33358.28828	0.1589768	0
Cluster-33358.29233	-0.1700077	0
Cluster-33358.29468	-0.1769821	0
Cluster-33358.29862	0.1535561	0
Cluster-33358.30211	0.1802561	0
Cluster-33358.30606	0.1584274	0
Cluster-33358.31536	-0.1604158	0
Cluster-33358.32711	0.1732402	0
Cluster-33358.32905	-0.1783032	0
Cluster-33358.34448	-0.1652661	0
Cluster-33358.34680	0.1739946	0
Cluster-33358.35168	-0.1664466	0
Cluster-33358.36006	-0.1671869	0
Cluster-33358.36101	-0.1735723	0
Cluster-33358.37289	-0.1763873	0
Cluster-33358.37311	0.1565943	0
Cluster-33358.37693	0.1706625	0
Cluster-33358.39136	-0.1548155	0
Cluster-33358.39252	-0.1610654	0
Cluster-33358.40735	-0.1716598	0
Cluster-33358.41361	-0.1717129	0
Cluster-33358.42409	-0.1777462	0
Cluster-33358.42777	-0.1600957	0
Cluster-33358.43998	-0.1766214	0
Cluster-33358.44164	-0.1791489	0
Cluster-33358.44479	0.1639771	0
Cluster-33358.44909	-0.1506242	0
Cluster-33358.44999	0.1506282	0
Cluster-33358.45315	0.156336	0
Cluster-33358.45518	-0.1757966	0
Cluster-33358.45604	0.166331	0
Cluster-33358.45792	-0.178982	0
Cluster-33358.46305	0.1696223	0
Cluster-33358.46320	0.1686399	0
Cluster-33358.46987	-0.1538423	0
Cluster-33358.47174	-0.1662728	0
Cluster-33358.47372	-0.1525795	0
Cluster-33358.47398	0.1535639	0
Cluster-33358.48058	0.1588395	0
Cluster-33358.48214	0.1788277	0
Cluster-33358.48951	0.1724074	0
Cluster-33358.50402	-0.1576956	0
Cluster-33358.50436	-0.1730273	0
Cluster-33358.51251	0.1628662	0
Cluster-33358.52018	0.1602427	0
Cluster-33358.53727	0.1773218	0
Cluster-33358.54582	-0.1626627	0
Cluster-33358.54814	-0.1707152	0
Cluster-33358.55676	0.1644309	0
Cluster-33358.56005	-0.1628265	0
Cluster-33358.56095	-0.1689111	0
Cluster-33358.56219	-0.1596422	0
Cluster-33358.56236	-0.1791444	0
Cluster-33358.56580	0.1588913	0
Cluster-33358.56695	0.1626839	0
Cluster-33358.56701	0.1606728	0
Cluster-33358.57194	0.1575312	0
Cluster-33358.58484	0.1543954	0
Cluster-33358.58581	-0.1621277	0
Cluster-33358.59162	0.1584496	0
Cluster-33358.59368	-0.1501711	0
